title,price,bedrooms,bathrooms,location,posted_time,ad_url
Box Type 2 Story Luxury House for Sale in Moratuwa Piliyandala,"Rs 20,000,000",2,2,Colombo,,https://ikman.lk/en/ad/box-type-2-story-luxury-house-for-sale-in-moratuwa-piliyandala-for-sale-colombo-1
Fully Furnished Upstairs House for Sale Gampaha,"Rs 36,000,000",4,3,Gampaha,,https://ikman.lk/en/ad/fully-furnished-upstairs-house-for-sale-gampaha-for-sale-gampaha
"House for sale in Godagama, Meegoda","Rs 14,800,000",4,2,Colombo,,https://ikman.lk/en/ad/house-for-sale-in-godagama-meegoda-for-sale-colombo
Single Storey House for Sale on Massive 20.6 Perch Land in Ragama,"Rs 35,000,000",4,1,Gampaha,,https://ikman.lk/en/ad/single-storey-house-for-sale-on-massive-206-perch-land-in-ragama-for-sale-gampaha
Two Storey House for Sale in Wellampitiya,"Rs 13,000,000",4,2,Colombo,,https://ikman.lk/en/ad/two-storey-house-for-sale-in-wellampitiya-for-sale-colombo-800
( INS-371) Valuable Single Storey House Sale in Athurugiriya,"Rs 25,000,000",2,1,Colombo,,https://ikman.lk/en/ad/ins-371-valuable-single-storey-house-sale-in-athurugiriya-for-sale-colombo
Architectural Designed Box Type House for Sale in Piliyandala,"Rs 20,000,000",2,2,Colombo,,https://ikman.lk/en/ad/architectural-designed-box-type-house-for-sale-in-piliyandala-for-sale-colombo-1
Single Storey House for Sale in Kotikawatta,"Rs 17,000,000",3,1,Colombo,,https://ikman.lk/en/ad/single-storey-house-for-sale-in-kotikawatta-for-sale-colombo-12
Two Storey House for Sale in Wellampitiya,"Rs 13,000,000",5,3,Colombo,,https://ikman.lk/en/ad/two-storey-house-for-sale-in-wellampitiya-for-sale-colombo-799
( INS-367) Valuable Single Storey House Sale in Athurugiriya,"Rs 23,000,000",3,2,Colombo,,https://ikman.lk/en/ad/ins-367-valuable-single-storey-house-sale-in-athurugiriya-for-sale-colombo-1
( SDS-366) Valuable Two Storey House Sale in Athurugiriya,"Rs 29,000,000",3,2,Colombo,,https://ikman.lk/en/ad/sds-366-valuable-two-storey-house-sale-in-athurugiriya-for-sale-colombo
Brand new Two Story House For sale Boralasgamuwa,"Rs 52,500,000",4,3,Colombo,,https://ikman.lk/en/ad/brand-new-two-story-house-for-sale-boralasgamuwa-for-sale-colombo-69
Architect Designed Luxury Two Storey House for Sale in Gothatuwa,"Rs 52,000,000",4,3,Colombo,,https://ikman.lk/en/ad/architect-designed-luxury-two-storey-house-for-sale-in-gothatuwa-for-sale-colombo-5
House Sale Athurugiriya,"Rs 18,500,000",1,1,Colombo,,https://ikman.lk/en/ad/house-sale-athurugiriya-for-sale-colombo-25
Brand New 5-Bedroom House for Sale on 11.5 Perches in Wattala,"Rs 59,000,000",5,3,Gampaha,,https://ikman.lk/en/ad/brand-new-5-bedroom-house-for-sale-on-115-perches-in-wattala-for-sale-gampaha
Elegance House for sale Piliyandala,"Rs 40,000,000",4,3,Colombo,,https://ikman.lk/en/ad/elegance-house-for-sale-piliyandala-for-sale-colombo
à¶±à·à¶¯à¶± à¶à·à¶¸à¶» 3à¶ à¶±à·à·à¶± à¶±à·à·à· à·à·à¶à·à¶«à·à¶¸à¶§. Homagama Dolahena,"Rs 18,500,000",3,1,Colombo,,https://ikman.lk/en/ad/nidn-kaamr-3k-nviin-nivs-vikinniimtt-homagama-dolahena-for-sale-colombo-3
"Single Story House for Sale in Buthgamuwa, Wellampitiya","Rs 10,500,000",2,1,Colombo,,https://ikman.lk/en/ad/single-story-house-for-sale-in-buthgamuwa-wellampitiya-for-sale-colombo-5
à¶±à·à¶¯à¶± à¶à·à¶¸à¶» 5à¶ à¶±à·à·à¶± à¶±à·à·à· à·à·à¶à·à¶«à·à¶¸à¶§ Piliyandala Polgasowita,"Rs 31,500,000",5,3,Colombo,,https://ikman.lk/en/ad/nidn-kaamr-5k-nviin-nivs-vikinniimtt-piliyandala-polgasowita-for-sale-colombo-6
Three Story House for Sale in Gothatuwa,"Rs 44,000,000",6,2,Colombo,,https://ikman.lk/en/ad/three-story-house-for-sale-in-gothatuwa-for-sale-colombo-16
Spacious House for Sale Maharagama Town,"Rs 55,000,000",4,3,Colombo,,https://ikman.lk/en/ad/spacious-house-for-sale-maharagama-town-for-sale-colombo-12
Two Story House for Sale in Wellampitiya,"Rs 22,500,000",4,3,Colombo,,https://ikman.lk/en/ad/two-story-house-for-sale-in-wellampitiya-for-sale-colombo-1156
Brand New 2-Storey Modern House for Sale in Ragama / Maddegoda,"Rs 23,000,000",3,2,Gampaha,,https://ikman.lk/en/ad/brand-new-2-storey-modern-house-for-sale-in-ragama-maddegoda-for-sale-gampaha
Colombo 7 : 6 A/C BR (23.5P) Stair House for Sale at Baudhaloka Mawatha,"Rs 497,000,000",6,4,Colombo,,https://ikman.lk/en/ad/colombo-7-6-a-c-br-235p-stair-house-for-sale-at-baudhaloka-mawatha-for-sale-colombo
House for Sale in Thalawathugoda,"Rs 85,000,000",4,2,Colombo,,https://ikman.lk/en/ad/house-for-sale-in-thalawathugoda-for-sale-colombo-2622
Two Story House for Sale in Boralesgamuwa,"Rs 32,000,000",6,2,Colombo,,https://ikman.lk/en/ad/two-story-house-for-sale-in-boralesgamuwa-for-sale-colombo-214
Two Storied Super House Sale Athurugiriya,"Rs 36,000,000",5,3,Colombo,,https://ikman.lk/en/ad/two-storied-super-house-sale-athurugiriya-for-sale-colombo-2
Two Story House for Sale in Boralesgamuwa,"Rs 49,000,000",4,2,Colombo,,https://ikman.lk/en/ad/two-story-house-for-sale-in-boralesgamuwa-for-sale-colombo-213
"à·à¶»à¶à·à¶´à·à¶½,à¶à¶»à·à¶±à·à¶½à·à¶½ à¶´à·âà¶»à¶°à·à¶± à¶¶à·à· à¶¸à·à¶»à·à¶à¶ºà¶§ 200M à¶¯à·à¶»à·à¶±à· à¶±à·à·à·","Rs 6,000,000",3,1,Kegalle,,https://ikman.lk/en/ad/vrkaapolkrvnaell-prdhaan-bs-maargytt-200m-durin-nivs-for-sale-kegalle
à¶­à¶±à·à¶¸à·à¶½à· à¶à¶½à·à¶­à·à¶¸ à¶±à·à·à·à¶à· à¶à¶­à·à¶»à·à¶à·à¶»à·à¶ºà·à¶±à·,"Rs 27,500,000",3,2,Colombo,,https://ikman.lk/en/ad/tnimhl-alutm-nivsk-aturugiriyen-for-sale-colombo-9
Brand New Two-Storey House for Sale in Weliweriya.,"Rs 38,500,000",5,2,Gampaha,,https://ikman.lk/en/ad/brand-new-two-storey-house-for-sale-in-weliweriya-for-sale-gampaha-2
Two Storey House for Sale in Battaramulla,"Rs 68,000,000",3,3,Colombo,,https://ikman.lk/en/ad/two-storey-house-for-sale-in-battaramulla-for-sale-colombo-24
( INS-319) Valuable Single Storey House Sale in Meegoda,"Rs 12,800,000",3,1,Colombo,,https://ikman.lk/en/ad/ins-319-valuable-single-storey-house-sale-in-meegoda-for-sale-colombo-1
"Brand New Two Storey House for Sale in Pitakotte, Kotte","Rs 79,000,000",6,4,Colombo,,https://ikman.lk/en/ad/brand-new-two-storey-house-for-sale-in-pitakotte-kotte-for-sale-colombo-6
( INS-352) Highly Valuable Antique Type House Sale in Padukka,"Rs 24,000,000",6,2,Colombo,,https://ikman.lk/en/ad/ins-352-highly-valuable-antique-type-house-sale-in-padukka-for-sale-colombo-3
House for sale in Kottawa,"Rs 67,300,000",4,4,Colombo,,https://ikman.lk/en/ad/house-for-sale-in-kottawa-for-sale-colombo-2604
"House for sale in Gampaha, Delgoda","Rs 5,500,000",2,1,Gampaha,,https://ikman.lk/en/ad/house-for-sale-in-gampaha-delgoda-for-sale-gampaha
à¶­à¶±à·à¶¸à·à¶½à· à¶±à·à·à·à¶à· à¶à¶­à·à¶»à·à¶à·à¶»à·à¶ºà·à¶±à·,"Rs 13,500,000",3,2,Colombo,,https://ikman.lk/en/ad/tnimhl-nivsk-aturugiriyen-for-sale-colombo-1
( INS-336) Valuable Single Storey House Sale in Homagama,"Rs 9,900,000",3,1,Colombo,,https://ikman.lk/en/ad/ins-336-valuable-single-storey-house-sale-in-homagama-for-sale-colombo-3
Solid House for Sale Boralasgamuwa,"Rs 40,000,000",4,3,Colombo,,https://ikman.lk/en/ad/solid-house-for-sale-boralasgamuwa-for-sale-colombo-45
( INS-333) Valuable Single Storey House Sale in Homagama,"Rs 23,500,000",3,2,Colombo,,https://ikman.lk/en/ad/ins-333-valuable-single-storey-house-sale-in-homagama-for-sale-colombo-2
Two Storey House for Sale in Nugegoda,"Rs 40,000,000",3,2,Colombo,,https://ikman.lk/en/ad/two-storey-house-for-sale-in-nugegoda-for-sale-colombo-69
2-Storey House for Sale in Wattala / Hunupitiya,"Rs 45,000,000",5,4,Gampaha,,https://ikman.lk/en/ad/2-storey-house-for-sale-in-wattala-hunupitiya-for-sale-gampaha
Residential House for Sale Maharagama,"Rs 28,000,000",4,3,Colombo,,https://ikman.lk/en/ad/residential-house-for-sale-maharagama-for-sale-colombo-20
Three - Storey House for Sale in Athurugiriya,"Rs 34,000,000",4,2,Colombo,,https://ikman.lk/en/ad/three-storey-house-for-sale-in-athurugiriya-for-sale-colombo-3
Two Story House for Sale in Malabe,"Rs 42,000,000",5,4,Colombo,,https://ikman.lk/en/ad/two-story-house-for-sale-in-malabe-for-sale-colombo-249
Two Story House for Sale in Piliyandala,"Rs 39,000,000",4,2,Colombo,,https://ikman.lk/en/ad/two-story-house-for-sale-in-piliyandala-for-sale-colombo-442
Single Story House for Sale in Kottawa,"Rs 19,500,000",3,2,Colombo,,https://ikman.lk/en/ad/single-story-house-for-sale-in-kottawa-for-sale-colombo-95
House for Sale Kolonnawa,"Rs 63,000,000",6,5,Colombo,,https://ikman.lk/en/ad/house-for-sale-kolonnawa-for-sale-colombo-226
Luxury 03-Story House for Sale Near Colombo-Negombo Road,"Rs 69,500,000",4,3,Gampaha,,https://ikman.lk/en/ad/luxury-03-story-house-for-sale-near-colombo-negombo-road-for-sale-gampaha
House for Sale - Ekala Jaela,"Rs 10,000,000",3,1,Gampaha,,https://ikman.lk/en/ad/house-for-sale-ekala-jaela-for-sale-gampaha
Residential House for Sale Maharagama Town,"Rs 46,000,000",3,3,Colombo,,https://ikman.lk/en/ad/residential-house-for-sale-maharagama-town-for-sale-colombo-27
Brand New Two-Storey House for Sale â Athurugiriya,"Rs 23,000,000",3,3,Colombo,,https://ikman.lk/en/ad/brand-new-two-storey-house-for-sale-athurugiriya-for-sale-colombo-62
House for Sale - Kelanimulla,"Rs 6,500,000",3,1,Colombo,,https://ikman.lk/en/ad/house-for-sell-for-sale-colombo-555
(TC120) Furnished Luxury Boutique Bungalow for Sale in Kandy,"Rs 100,000,000",4,4,Kandy,,https://ikman.lk/en/ad/tc120-furnished-luxury-boutique-bungalow-for-sale-in-kandy-for-sale-kandy
Villa type Luxury House for Sale in Thalawathugoda,"Rs 96,000,000",4,5,Colombo,,https://ikman.lk/en/ad/villa-type-luxury-house-for-sale-in-thalawathugoda-for-sale-colombo-8
Two Storey House For Sale In Ratmalana,"Rs 55,000,000",5,5,Colombo,,https://ikman.lk/en/ad/two-storey-house-for-sale-in-ratmalana-for-sale-colombo-13
Malabe : 3BR (8.4P) House for Sale at Hokandara,"Rs 24,500,000",3,3,Colombo,,https://ikman.lk/en/ad/malabe-3br-84p-house-for-sale-at-hokandara-for-sale-colombo
Boralesgamuwa Modern Smart House for Sale,"Rs 70,000,000",5,3,Colombo,,https://ikman.lk/en/ad/boralesgamuwa-modern-smart-house-for-sale-for-sale-colombo
02-Story House for Sale: Only 700m to Colombo-Kandy Road,"Rs 32,500,000",4,2,Gampaha,,https://ikman.lk/en/ad/02-story-house-for-sale-only-700m-to-colombo-kandy-road-for-sale-gampaha
Brand New Luxury House for Sale - Kandana,"Rs 95,000,000",5,5,Gampaha,,https://ikman.lk/en/ad/brand-new-luxury-house-for-sale-kandana-for-sale-gampaha-45
6BED HOUSE FOR SALE IN BORALESGAMUWA (SP1055),"Rs 42,500,000",6,3,Colombo,,https://ikman.lk/en/ad/6bed-house-for-sale-in-boralesgamuwa-sp1055-for-sale-colombo
(TH157) Two Storey House for Sale in Kalutara,"Rs 19,800,000",6,3,Kalutara,,https://ikman.lk/en/ad/th157-two-storey-house-for-sale-in-kalutara-for-sale-kalutara-4
House for Sale in Piliyandala,"Rs 47,500,000",3,3,Colombo,,https://ikman.lk/en/ad/house-for-sale-in-piliyandala-for-sale-colombo-8292
Fully Furnished Modern Luxury Two Storey House For Sale In Mount Lavinia,"Rs 83,000,000",4,4,Colombo,,https://ikman.lk/en/ad/fully-furnished-modern-luxury-two-storey-house-for-sale-in-mount-lavinia-for-sale-colombo-7
newly house for sale in kotte,"Rs 220,000,000",5,5,Colombo,,https://ikman.lk/en/ad/newly-house-for-sale-in-kotte-for-sale-colombo-38
2 Storey 4 Bedrooms Completed New House for Sale Akkarapanaha,"Rs 32,000,000",4,5,Gampaha,,https://ikman.lk/en/ad/2-storey-4-bedrooms-completed-new-house-for-sale-akkarapanaha-for-sale-gampaha
Two Story Twin House for Sale In Mount Lavinia,"Rs 57,000,000",6,3,Colombo,,https://ikman.lk/en/ad/two-story-twin-house-for-sale-in-mount-lavinia-for-sale-colombo-7
à¶à¶±à¶»à·à¶ à¶à¶¯à· à¶à¶½ à¶à¶­à· à¶±à·à·à¶± à¶­à¶±à· à¶¸à·à¶½ à¶±à·à·à· à·à·à¶à·à¶«à·à¶¸à¶§ à¶¸à·à¶à¶¸à·à·,"Rs 35,000,000",3,2,Gampaha,,https://ikman.lk/en/ad/anrgh-idi-kl-ati-nviin-tni-mhl-nivs-vikinniimtt-miigmuv-for-sale-gampaha
Luxury Single Storey House for Sale Negombo Kandawala,"Rs 22,000,000",3,2,Gampaha,,https://ikman.lk/en/ad/luxury-single-storey-house-for-sale-negombo-kandawala-for-sale-gampaha-1
Real Best quality family house for sale in kotte,"Rs 220,000,080",5,5,Colombo,,https://ikman.lk/en/ad/real-best-quality-family-house-for-sale-in-kotte-for-sale-colombo
2 Storey House for Sale in Athurugiriya Walgama Junction,"Rs 38,000,000",4,3,Colombo,,https://ikman.lk/en/ad/2-storey-house-for-sale-in-athurugiriya-walgama-junction-for-sale-colombo
Modern Two-Storey Luxury House for Sale â Mirihana,"Rs 85,000,000",5,3,Colombo,,https://ikman.lk/en/ad/modern-two-storey-luxury-house-for-sale-mirihana-for-sale-colombo
Luxurious Two-Storey House for Sale in Battaramulla,"Rs 300,000,000",5,4,Colombo,,https://ikman.lk/en/ad/luxurious-two-storey-house-for-sale-in-battaramulla-for-sale-colombo-50
Brand New Single-Storey House for Sale: Just 4km to Kiribathgoda Town,"Rs 23,800,000",3,2,Gampaha,,https://ikman.lk/en/ad/brand-new-single-storey-house-for-sale-just-4km-to-kiribathgoda-town-for-sale-gampaha
House with Land for Sale - Badalgama,"Rs 8,000,000",4,2,Gampaha,,https://ikman.lk/en/ad/land-with-two-houses-for-sale-in-diulapitiya-for-sale-gampaha
House for Sale in Moratuwa,"Rs 36,000,000",5,3,Colombo,,https://ikman.lk/en/ad/house-for-sale-in-moratuwa-for-sale-colombo-1730
boralasgamuwa lake view nice house for sale,"Rs 149,000,000",5,5,Colombo,,https://ikman.lk/en/ad/boralasgamuwa-lake-view-nice-house-for-sale-for-sale-colombo
(TH241) Brand New Luxury Two Storey House for Sale in Dehiwela,"Rs 38,000,000",3,3,Colombo,,https://ikman.lk/en/ad/th241-brand-new-luxury-two-storey-house-for-sale-in-dehiwela-for-sale-colombo-4
(TH183) Modern Luxury Three Storey House for Sale in Athurugiriya,"Rs 46,500,000",4,3,Colombo,,https://ikman.lk/en/ad/th183-modern-luxury-three-storey-house-for-sale-in-athurugiriya-for-sale-colombo-4
valuable property,"Rs 75,000,000",5,3,Colombo,,https://ikman.lk/en/ad/valuable-property-for-sale-colombo-12
(TH280) House for Sale in Piliyandala,"Rs 24,500,000",3,1,Colombo,,https://ikman.lk/en/ad/th280-house-for-sale-in-piliyandala-for-sale-colombo-1
2-Storey House for Sale in Kadawatha:10/15 Mins to Kadawatha Highway,"Rs 24,000,000",5,2,Gampaha,,https://ikman.lk/en/ad/2-storey-house-for-sale-in-kadawatha10-15-mins-to-kadawatha-highway-for-sale-gampaha
(TH250) House for Sale in Kolonnawa,"Rs 15,500,000",2,2,Colombo,,https://ikman.lk/en/ad/th250-house-for-sale-in-kolonnawa-for-sale-colombo-1
Gate Community Complete House Sale Katuwapitiya Negombo,"Rs 33,000,000",3,2,Gampaha,,https://ikman.lk/en/ad/gate-community-complete-house-sale-katuwapitiya-negombo-for-sale-gampaha-23
(th81) Newly Build Luxury Two Storey House for Sale in Bokundara,"Rs 42,500,000",4,3,Colombo,,https://ikman.lk/en/ad/th81-newly-build-luxury-two-storey-house-for-sale-in-bokundara-for-sale-colombo
Stunning Family Home for Sale â Thalawathugoda,"Rs 54,000,000",5,3,Colombo,,https://ikman.lk/en/ad/stunning-family-home-for-sale-thalawathugoda-for-sale-colombo-90
(RS401) Beautifull Single Storey House for Sale in Madagama,"Rs 17,500,000",3,2,Kalutara,,https://ikman.lk/en/ad/rs401-beautifull-single-storey-house-for-sale-in-madagama-for-sale-kalutara-10
Luxury Single Storey House for Sale in Nuwara Eliya - Ch1688,"Rs 165,000,000",6,6,Nuwara Eliya,,https://ikman.lk/en/ad/luxury-single-storey-house-for-sale-in-nuwara-eliya-ch1688-for-sale-nuwara-eliya
Modern Looking Elegant Two Storey House For Sale In Yakkala M-1,"Rs 29,700,000",4,3,Gampaha,,https://ikman.lk/en/ad/modern-looking-elegant-two-storey-house-for-sale-in-yakkala-m-1-for-sale-gampaha
(RS404) Single Storey House for Sale in Bandaragama,"Rs 21,500,000",3,2,Kalutara,,https://ikman.lk/en/ad/rs404-single-storey-house-for-sale-in-bandaragama-for-sale-kalutara-18
2-Storey House for Sale Just 4km from Kiribathgoda Town,"Rs 36,000,000",4,4,Gampaha,,https://ikman.lk/en/ad/2-storey-house-for-sale-just-4km-from-kiribathgoda-town-for-sale-gampaha
(RS443) Two Storey House with Commercial Space for Sale in Bandaragama,"Rs 24,000,000",3,2,Kalutara,,https://ikman.lk/en/ad/rs443-two-storey-house-with-commercial-space-for-sale-in-bandaragama-for-sale-kalutara-11
(RS486) Single Storey House for Sale in Kindelpitiya,"Rs 39,000,000",3,1,Kalutara,,https://ikman.lk/en/ad/rs486-single-storey-house-for-sale-in-kindelpitiya-for-sale-kalutara-8
Luxurious 4 Bedroom House for Sale in Thalawathugoda,"Rs 69,500,000",4,4,Colombo,,https://ikman.lk/en/ad/luxurious-4-bedroom-house-for-sale-in-thalawathugoda-for-sale-colombo-95
Architecture Designed Brand New House Sale Battaramulla,"Rs 84,000,000",6,6,Colombo,,https://ikman.lk/en/ad/architecture-designed-brand-new-house-sale-battaramulla-for-sale-colombo-4
"Spacious, Home In Peaceful Boralesgamuwa For Sale","Rs 43,000,000",6,3,Colombo,,https://ikman.lk/en/ad/spacious-home-in-peaceful-boralesgamuwa-for-sale-for-sale-colombo
All Facility With Luxury House Sale Battaramulla,"Rs 69,500,000",4,3,Colombo,,https://ikman.lk/en/ad/all-facility-with-luxury-house-sale-battaramulla-for-sale-colombo
Ragama 5Bed House For Sale in kurulukalawa,"Rs 42,500,000",5,5,Gampaha,,https://ikman.lk/en/ad/ragama-5bed-house-for-sale-in-kurulukalawa-for-sale-gampaha
Brand New Modern House for Sale in Kadawatha Near the Kandy Road,"Rs 24,800,000",3,2,Gampaha,,https://ikman.lk/en/ad/brand-new-modern-house-for-sale-in-kadawatha-near-the-kandy-road-for-sale-gampaha
Boralesgamuwa : 5BR Luxury House with Business Space and Annex for Sale,"Rs 170,000,000",5,5,Colombo,,https://ikman.lk/en/ad/boralesgamuwa-5br-luxury-house-with-business-space-and-annex-for-sale-for-sale-colombo
Brand New Single House for Sale in Kottawa Horana Road .,"Rs 19,000,000",3,2,Colombo,,https://ikman.lk/en/ad/brand-new-single-house-for-sale-in-kottawa-horana-road-for-sale-colombo-4
House for Sale in Chilaw Town,"Rs 22,500,000",2,2,Puttalam,,https://ikman.lk/en/ad/house-for-sale-in-chilaw-town-for-sale-puttalam-9
Beautiful House for Sale Boralasgamuwa,"Rs 70,000,000",5,3,Colombo,,https://ikman.lk/en/ad/beautiful-house-for-sale-boralasgamuwa-for-sale-colombo-69
Roof Top With Brand New House In Athurugiriya,"Rs 25,000,000",3,3,Colombo,,https://ikman.lk/en/ad/roof-top-with-brand-new-house-in-athurugiriya-for-sale-colombo-1
Well Build Brand New House Sale Talawatugoda,"Rs 56,000,000",4,3,Colombo,,https://ikman.lk/en/ad/well-build-brand-new-house-sale-talawatugoda-for-sale-colombo-12
Luxury House And Fully Furniture For Sale in Negombo,"Rs 39,500,000",3,2,Gampaha,,https://ikman.lk/en/ad/luxury-house-and-fully-furniture-for-sale-in-negombo-for-sale-gampaha-1
The Best House for Sale in Malabe Thalawathugoda,"Rs 105,000,000",4,4,Colombo,,https://ikman.lk/en/ad/the-best-house-for-sale-in-malabe-thalawathugoda-for-sale-colombo-1
Garden Newly Build House For Sale Negombo,"Rs 26,500,000",3,2,Gampaha,,https://ikman.lk/en/ad/garden-newly-build-house-for-sale-negombo-for-sale-gampaha-1
Brand New Luxury House In Malabe,"Rs 38,500,000",4,4,Colombo,,https://ikman.lk/en/ad/brand-new-luxury-house-in-malabe-for-sale-colombo-100
Brand New House For Sale Galwarusawa Road,"Rs 22,000,000",3,3,Colombo,,https://ikman.lk/en/ad/brand-new-house-for-sale-galwarusawa-road-for-sale-colombo
Modern Brand New House Sale Malabe,"Rs 43,000,000",4,4,Colombo,,https://ikman.lk/en/ad/modern-brand-new-house-sale-malabe-for-sale-colombo-21
B/N Luxury Complete House For Sale in Negombo,"Rs 35,000,000",3,2,Gampaha,,https://ikman.lk/en/ad/b-n-luxury-complete-house-for-sale-in-negombo-for-sale-gampaha-9
New Single House Sale Athurugiriya,"Rs 22,000,000",3,2,Colombo,,https://ikman.lk/en/ad/new-single-house-sale-athurugiriya-for-sale-colombo-3
10.5 P With Single House Sale Malabe,"Rs 26,500,000",3,3,Colombo,,https://ikman.lk/en/ad/105-p-with-single-house-sale-malabe-for-sale-colombo
Architecture Designed House For Sale In Battaramulla,"Rs 67,500,000",3,3,Colombo,,https://ikman.lk/en/ad/architecture-designed-house-for-sale-in-battaramulla-for-sale-colombo-1
For Sale Brand New 2 Story House in Negomb,"Rs 28,500,000",3,2,Gampaha,,https://ikman.lk/en/ad/for-sale-brand-new-2-story-house-in-negomb-for-sale-gampaha
Solid Brand New 2 Story House For Sale in Negombo,"Rs 47,500,000",4,3,Gampaha,,https://ikman.lk/en/ad/solid-brand-new-2-story-house-for-sale-in-negombo-for-sale-gampaha-15
Brand-New Modern House For Sale From Kandana City,"Rs 35,000,000",3,2,Gampaha,,https://ikman.lk/en/ad/brand-new-modern-house-for-sale-from-kandana-city-for-sale-gampaha
3 Bed Rooms Brand New House For Sale @ Negombo,"Rs 22,000,000",3,2,Gampaha,,https://ikman.lk/en/ad/3-bed-rooms-brand-new-house-for-sale-negombo-for-sale-gampaha-18
Residential House for Sale Boralasgamuwa,"Rs 49,000,000",4,3,Colombo,,https://ikman.lk/en/ad/residential-house-for-sale-boralasgamuwa-for-sale-colombo-34
(P649) Modern Luxury House for Sale in Kesbawa,"Rs 69,000,000",5,4,Colombo,,https://ikman.lk/en/ad/p649-modern-luxury-house-for-sale-in-kesbawa-for-sale-colombo-99
Solid Brand New 2 Story House For Sale in Negombo,"Rs 35,000,000",5,2,Gampaha,,https://ikman.lk/en/ad/solid-brand-new-2-story-house-for-sale-in-negombo-for-sale-gampaha-14
Brand New Luxury Three Storey House for Sale Jayaliyagama,"Rs 43,000,000",4,3,Colombo,,https://ikman.lk/en/ad/brand-new-luxury-three-storey-house-for-sale-jayaliyagama-for-sale-colombo
(S1135) Luxury Brand New House for Sale in Thalawathugoda,"Rs 68,500,000",4,4,Colombo,,https://ikman.lk/en/ad/s1135-luxury-brand-new-house-for-sale-in-thalawathugoda-for-sale-colombo-24
(S1259) Newly Build Two Storey House for Sale in Rajagiriya,"Rs 35,000,000",3,2,Colombo,,https://ikman.lk/en/ad/s1259-newly-build-two-storey-house-for-sale-in-rajagiriya-for-sale-colombo-4
Newly Build Luxury Three Story House for Sale,"Rs 55,000,000",4,4,Colombo,,https://ikman.lk/en/ad/newly-build-luxury-three-story-house-for-sale-for-sale-colombo-30
Brand New 10 Perch Beautiful House For Sale In Polgasowita 275,"Rs 27,500,000",3,3,Colombo,,https://ikman.lk/en/ad/brand-new-10-perch-beautiful-house-for-sale-in-polgasowita-275-for-sale-colombo
House Sale in Dematagoda,"Rs 65,000,000",2,2,Colombo,,https://ikman.lk/en/ad/2-storey-house-located-in-dematagoda-for-sale-colombo
Brand New 10 Perch Beautiful House For Sale In Polgasowita 275,"Rs 27,500,000",3,3,Colombo,,https://ikman.lk/en/ad/brand-new-10-perch-beautiful-house-for-sale-in-polgasowita-275-for-sale-colombo
(S1148) Modern Luxury Two Storey House for Sale in Battaramulla,"Rs 59,000,000",5,3,Colombo,,https://ikman.lk/en/ad/s1148-modern-luxury-two-storey-house-for-sale-in-battaramulla-for-sale-colombo-2
Newly Build Three Storey House for Sale Kottawa,"Rs 55,000,000",4,3,Colombo,,https://ikman.lk/en/ad/newly-build-three-storey-house-for-sale-kottawa-for-sale-colombo
House for Sale in Off Anderson Road Nedimala Dehiwala,"Rs 120,000,000",5,4,Colombo,,https://ikman.lk/en/ad/house-for-sale-in-off-anderson-road-nedimala-dehiwala-for-sale-colombo
"Luxury 5 Bedroom House for Sale on Temple Road, Thalawathugoda (EM177RN)","Rs 115,000,000",5,3,Colombo,,https://ikman.lk/en/ad/luxury-5-bedroom-house-for-sale-on-temple-road-thalawathugoda-em177rn-for-sale-colombo
Brand New Single Storey Solid House in Polgasowita. Gated Community,"Rs 23,500,000",2,2,Colombo,,https://ikman.lk/en/ad/brand-new-single-storey-solid-house-in-polgasowita-gated-community-for-sale-colombo
(S1340) Brand New Luxury Three Storey House for Sale in Battaramulla,"Rs 69,500,000",4,2,Colombo,,https://ikman.lk/en/ad/s1340-brand-new-luxury-three-storey-house-for-sale-in-battaramulla-for-sale-colombo-5
(S909) Bungalow For Sale In Wellampitiya,"Rs 200,000,000",4,2,Colombo,,https://ikman.lk/en/ad/s909-bungalow-for-sale-in-wellampitiya-for-sale-colombo
Residential House for Sale in Jaffna,"Rs 35,000,000",2,1,Jaffna,,https://ikman.lk/en/ad/residential-house-for-sale-in-jaffna-for-sale-jaffna-1
brand new house for sale in malabe,"Rs 38,500,000",3,2,Colombo,,https://ikman.lk/en/ad/brand-new-house-for-sale-in-malabe-for-sale-colombo-1496
"2 Storey House for Sale Talawathugoda, Uthuwankanda Rd","Rs 72,000,000",5,3,Colombo,,https://ikman.lk/en/ad/2-storey-house-for-sale-talawathugoda-uthuwankanda-rd-for-sale-colombo
House for Sale in Prime Location - Yakkala Town S03,"Rs 29,700,000",4,3,Colombo,,https://ikman.lk/en/ad/house-for-sale-in-prime-location-yakkala-town-s03-for-sale-colombo-1
4 Bedroom House for Sale - Colombo 5 (EM187),"Rs 230,000,000",4,4,Colombo,,https://ikman.lk/en/ad/4-bedroom-house-for-sale-colombo-5-em187-for-sale-colombo
Homagama Housing Scheme House for Sale,"Rs 6,500,000",2,1,Colombo,,https://ikman.lk/en/ad/homagama-housing-scheme-for-sale-colombo
(S1146) Modern Two Storey House for Sale in Battaramulla,"Rs 56,500,000",3,3,Colombo,,https://ikman.lk/en/ad/s1146-modern-two-storey-house-for-sale-in-battaramulla-for-sale-colombo-37
(S1063) Two Storey House for Sale in Battaramulla,"Rs 300,000,000",5,4,Colombo,,https://ikman.lk/en/ad/s1063-two-storey-house-for-sale-in-battaramulla-for-sale-colombo-27
